path,sha256,bytes
data/frozen/adopted_model_inputs/README.md,cb960c7cffa9783aee57eb36a4ef0668a233705f09c3e70b469dbdc28ed1e892,632
data/frozen/adopted_model_inputs/commission_poland_exogenous_path_20260310.csv,d74f6f0714e250900bfe0ec95966fa899420372846e954197850cd4f9c585d73,3630
data/frozen/adopted_model_inputs/country_feature_panel.csv,f102632561f2dd5e1cdb1a47e290cb3e25fd44cdba8faf7bf3eb6983ae554427,580740
data/frozen/adopted_model_inputs/ec_poland_dsm2025_baseline_table_20260308.csv,53507933b9dccc2e5f45eaef3f8a18a2bcc84b596f3bb09806ab6acdb9a1f7cb,2859
data/frozen/adopted_model_inputs/eu27_lp_joint_panel_snapshot.csv,b9ede8dbdfa659f8d43f654e9ca3e70b98e2037662ea8f8bf589019aedf8c10a,184318
data/frozen/adopted_model_inputs/eurostat_irt_h_mr3_a_snapshot.csv,67a1880329354dfe787638c52867ec04419d01b11c6d874a38a73cd241c412d1,35266
data/frozen/adopted_model_inputs/eurostat_irt_h_mr3_m_snapshot.csv,acbc21ad865f58f340ab09ed27d79668ab5735c2cd5874835d5dd48d520936c1,422632
data/frozen/adopted_model_inputs/eurostat_irt_st_a_snapshot.csv,45ca019864e66f70f8513133a045f619799375dceda21c5301581331b678572c,293187
data/frozen/adopted_model_inputs/eurostat_irt_st_m_snapshot.csv,20a9cb80968576eff3b267d90e0e41009484c6e27648e73996cea032c3040df7,4265507
data/frozen/adopted_model_inputs/eurostat_short_rate_source_notes.md,6b9938c7f75a88ded8c6affe75bcfb96021530d047210ef328f40bf2461aa2ef,1570
data/frozen/adopted_model_inputs/state_variable_standardization_current.csv,5e6035f2b6b234ded71dd4ecaa64835e52e16333a835b222f35eb8d60dde9b5f,543
data/frozen/adopted_model_inputs/tdl_gdppc_spec_catalog.csv,601fdf3f7fc6b089ef16878a5f46549f99b08d06d4066f63e5a4826cbd33a12f,329
data/frozen/adopted_model_inputs/variant_transformations.csv,5a75ba66ff3238e9c8528c271d0bf5de19860d60424ee3ed7971ad76664e2c8d,233
data/frozen/adopted_run_outputs/feature_screen/REPORT.md,c777a424ca4610a61d679ebf8ec94568f81012c523d442b8549a0dd5fafdf068,10575
data/frozen/adopted_run_outputs/feature_screen/bootstrap_kernel_draws.csv,2950301497f06dda7df2f809503ca6ef3596d286d4963511ecaeeef4ddafaf77,13564
data/frozen/adopted_run_outputs/feature_screen/bootstrap_kernel_summary.csv,d01f8ef4d57311bd40a4a8358ca7b184784fc297619f88e14b90b35a3bfa8122,1589
data/frozen/adopted_run_outputs/feature_screen/criteria_literature_map.csv,d866358fba35801c08006f91651c856eb3521168f9efa9dd6e6d2f5eb177e2d0,2879
data/frozen/adopted_run_outputs/feature_screen/feature_robustness_summary.csv,dd83ede0577f095c2a7acb9a3e3839eb1742138485b0d8a51a9b2637d646abe4,5884
data/frozen/adopted_run_outputs/feature_screen/kernel_h8.csv,1c7aa7192bba83acb1eaebe947417283efec330aba8bbeb3c10421cfbf04445c,4734
data/frozen/adopted_run_outputs/feature_screen/kernel_paths_all_horizons.csv,6988a5ec89f4d4547d9697d5b4d5f1c69e139a4726ddf6c44bf71fab22bbb086,39468
data/frozen/adopted_run_outputs/feature_screen/loo_kernel_draws.csv,312dceeb278fdcb1615361bfc846b4259336cf9517d1b914e6a1a19713736284,19879
data/frozen/adopted_run_outputs/feature_screen/loo_kernel_summary.csv,66dcf5904a53f549f38c244e61c8304a57ad81ec9bf8a3b16ebe030b61ed41a5,1587
data/frozen/adopted_run_outputs/feature_screen/output_interaction_multiplicity_h8.csv,e5a98f907ff9e4a9492193ff825413a4ee84f99842c383203adbcb8a36bc4209,1571
data/frozen/adopted_run_outputs/feature_screen/output_interaction_wald_h8.csv,151ead78341c659fdb7d0228167f5414dcd7054f35072c54ceda6ea5eb900035,866
data/frozen/adopted_run_outputs/feature_screen/poland_support_checks.csv,a0ae2ca2c2c4e2788c8d0adb9adcc53f7c141adb34b390e9afd0352ce7a07514,1741
data/frozen/adopted_run_outputs/feature_screen/qa_checks.csv,82f925b18a264a437bb4832ee6db37863ee74854947720b8500b6da9a6974f8d,1595
data/frozen/adopted_run_outputs/feature_screen/run_manifest.json,2e7925155e989d292f4337e804abd37d537a22c63c57c1c4d1344ae8c4d07351,2024
data/frozen/adopted_run_outputs/feature_screen/short_rate_coverage.csv,801a0dec25eb47c31fc45e66848b9f250720b48b8bfc38d730cac058e3c725ba,129489
data/frozen/adopted_run_outputs/feature_screen/time_block_kernel_draws.csv,e7220909d7340b595a4583b0e75eff7eb2a19f6209697d017a679ab54e861ebe,3216
data/frozen/adopted_run_outputs/feature_screen/time_block_kernel_summary.csv,9a0b9807269fa08e32e7dc166f55e10b67664704988f50900ef6eccf71c4f3fc,1577
